date,kor_title,eng_title,grammar,grammar_desc
20190603,좋은 아이디어가 있으면 지위 고하를 막론하고 발언하세요.,Please speak up if you have good idea regardless of your position.,N을/를 막론하고,"It is attached to a noun to mean that all subjects are included no matter what they are. You should use words that are constructed with contrastive meanings such as '남녀노소, 동서양, 여야' for the antecedent noun. It is usually used in written language."
20190604,오늘 안으로 완성해야 하는 사업계획서가 있어서 야근을 할 수밖에 없습니다.,I have to stay late because I have a business plan due today.,Vst을/ㄹ 수밖에 없다,It is attached to the stem of an action verb or a descriptive verb to indicate that there is no other option or possibility. It is often used by the speaker to emphasize his statements are appropriate.
20190605,이런 좋은 기회가 다시 올 거라는 보장은 없잖아.,There's no guarantee that such great opportunity will come again.,Vst을/ㄹ 거라는 보장은 없다,It is attached to the stem of an action verb or or a  descriptive verb when the speaker is not wholey confident of what he expects or what is anticipated in the future.
20190606,요새 인사이동 때문에 인수인계하느라고 신경을 많이 쓰긴 썼나 보네.,"Since personnel transfer is on going, I guess you've been stressed doing hand over.",Vst긴 Vst나/은가/ㄴ가 보다,"It is attached to the stem of an action verb or a descriptive verb when the speaker accepts the information that he already knows and assumes that it is so. It is more natural to propose what the speaker judges, together. '-긴' is an abbreviation of '-기는' and you repeat the same verb before and after it."
20190607,회식이 회사원들에게 가장 큰 스트레스를 준다고 해도 과언이 아니겠군요.,It's no exaggeration to say that group dining gives a lot of stress to the office workers.,Vst는다고/ㄴ다고/다고 해도 과언이 아니다,It is attached to the stem of an action verb or a descriptive verb to emphasize that the statement of the speaker is not too much. It sounds more natural to include subjective and exaggerated expression of the speaker in the antecedent sentence.
20190608,윗사람들이 정장을 갖춰 입는 까닭에 눈치가 보인다는 응답이 가장 많았습니다.,Most of the respondents replied that they are a little worried because their superiors are dressed up in formal attire.,Vst는/은/ㄴ 까닭에,It is attached to the stem of an action verb or a descriptive verb to indicate the reason or circumstance for something to happen. It is usually used in written language and cannot be used with imperative or asking/suggesting expressions.
20190610,그렇게 봐주다 보면 결국 원칙이 무너지고 말 거야.,The principle won't be upheld If they let it go like that.,(경고),It is attached to the stem of an action verb to warn or express worry due to high possibility of bad result.
20190611,통계 자료에 의하면 종량제 덕분에 쓰레기 배출량이 많이 줄었대.,Statistics show that there's a huge drop in trash emissions thanks to the meter-rate system.,N에 의하면,It is attached to a noun to reveal the source of a quote. It is natural to use it with a reliable source. The cited content is presented in indirect citation form in the following clause.
20190612,사람들의 의식이 개선되지 않는다면 쓰레기통을 늘리나 마나일 거예요.,"Without improvement in people's consciousness, increasing them would be of no use.",AVst으나/나 마나,It is attached to the stem of an action verb to mean you can confidently assume the result because the result in the following clause is always the same regardless of the behavior in the preceding clause.
20190613,한국은 분리수거하는 게 여간 복잡한 게 아니에요.,Recycling is really complicated in Korea.,여간 Vst는/은/ㄴ 게 아니다,It is attached to the stem of an action verb or a descriptive verb to indicate 'it's very much so'. You can also use '여간 -지 않다' form.
20190614,외국에서는 비닐봉지를 사용하면 환경 부담금을 내게 하거나 아예 사용을 금지하기도 한다더라.,I heard that they can charge you environmental burdens or ban you from using plastic bags at all in foreign countries.,Vst는다더라/ㄴ다더라/다더라.,It is attached to the stem of an action verb or a descriptive verb when the speaker speaks to the underling or his friend about what he newly heard. It's an abbreviation of '-는다고/ㄴ다고/다고 하더라'.
20190615,스티커를 붙여야 하는 걸 알면서도 수수료가 아까워서 몰래 버리는 사람들이 가끔 있어요.,"Even though they know they have to paste the sticker, sometimes people throw them away in secret because they don't want to pay the commission.",AVst으면서도/면서도,"It is attached to the stem of an action verb when an unexpected situation, which cannot be deduced from the behavior of antecedent clause, happens in the following clause while the behavior in the antecedent clause is still on going."
20190617,건강을 위해 이 맛있는 것들을 줄여야 한다니까 생각만 해도 우울해.,I feel depressed just thinking about having to cut down on these delicious food for my health.,Vst는다니까/ㄴ다니까/다니까 생각만 해도,It is attached to the stem of an action verb or a descriptive verb to indicate that it is very unlikely according to the speaker's judgement.
20190618,난 길거리 음식들은 불안해서 먹을래야 먹을 수가 없어.,I get too anxious to eat street food.,AVst을래야/ㄹ래야 AVst을/ㄹ 수가 없다,It is attached to the stem of an action verb to mean the speaker cannot do so even if he is trying to because of certain situation. You should repeat the same verb twice. A positive expression shows a strong negative meaning while a negative expression shows a strong positive meaning.
20190619,전 좀 짭짤하게 먹는 편인데 그게 건강에 안 좋은 식습관 중 하나더라고요.,"I tend to eat salty food, but it turned out to be an unhealthy eating habits.",Vst더라고요,"It is attached to the stem of an action verb or a descriptive verb to transfer to the listener what he has learned from the past directly. It's a combination of '-더라고' and honorific term, '요'."
20190620,채식주의자가 아니더라도 건강을 위해서 만들어 드시면 좋겠어요.,I hope you cook that for your health even if you are not a vegetarian.,Vst더라도,It is attached to the stem of an action verb or a descriptive verb when a contrary contents follows the following clause regardless of the antecedent clause. It's meaing is similar to '-아도/어도/여도' but '-더라도'  is stronger.
20190621,난 무설탕 식품이라고 해서 당분도 안 들어갈뿐더러 몸에도 좋은 줄 알았는데.,I thought these are not only sugar free but also good for health because it is written sugar-free on it.,Vst을뿐더러/ㄹ뿐더러,It is attached to the stem of an action verb or a descriptive verb to add more to a certain fact.
20190622,유통기한이 길다고 다 좋은 건 아니야.,Not all of them are good because they have long expiration date.,Vst는다고/은다고/ㄴ다고 다 Vst는/은/ㄴ 건 아니다,It is attached to the stem of a action verb or a descriptive verb to indicate that it cannot be the inevitable reason or basis of the following clause after you hear a reason or basis of a judgment. The antecedent clause '-는다고/은다고/ㄴ다고' is an abbreviated form of '-는다고/은다고/ㄴ다고 해서'.
20190624,지난주에 재테크에 대한 강의를 한다길래 듣고 왔는데 사람들이 정말 많더라고요.,"I've been to a lecture about investment technique last week, and there were so many people.",Vst길래,It is attached to the stem of an action verb or a descriptive verb to indicate the antecedent clause is the cause or reason for the following clause. It is used when the speaker recognizes a certain fact and that becomes the reason why he does the behavior of following clause. It's the colloquial form of '-기에'.
20190625,은행 금리도 낮거니와 부동산 가격은 너무 비싸서 주식 투자로 몰리는 것 같아요.,It seems like many people are driven to stock investment due to low bank interest rates and high real estate price.,N도 Vst거니와,It is attached to the stem of an action verb or a descriptive verb to add the content of the following clause to the antecedent clause while the speaker admits what is said in the antecedent clause for granted.
20190626,저는 일단 사면 오르지 않는 한 웬만하면 팔지 않으려고 해요.,"Once I buy one, I don't usually sell it unless the stock rises.",AVst는 한,It is attached to the stem of an action verb to indicate the antecedent clause becomes the premise or condition of the following clause.
20190627,부동산은 주변 환경이 좋은 지역에서 오랫동안 살다 보면 오르기 때문에 길게 보는 안목이 필요할 듯싶어요.,I think you will have to take a long view since real estate normally increase after a long period of living in an area with good surroundings.,Vst을/ㄹ 듯싶다,It is attached to the stem of an action verb or a descriptive verb to indicate that's an assumption the speaker's subjective judgment was involved.
20190628,적은 돈을 꾸준히 예금함으로써 목돈을 마련하는 가장 좋은 방법입니다.,It's the best way to make a large sum of money by depositing small amount of money steadily.,AVst음으로써/ㅁ으로써,"It is attached to the stem of an action verb to indicate that the behavior of antecedent clause becomes the instrument, method or mean that result in the following clause. You can use '-음으로/ㅁ으로' form instead. It is usually used in written language."
20190629,그림은 가격이 떨어지지 않고 세금이 없다는 점에서 투자 가치가 있지.,Painting is worth investing because the price doesn't fall and there is no tax on it.,Vst는다는/ㄴ다는/다는 점에서,It is attached to the stem of an action verb or a descriptive verb to establish a fact in the following clause based on the content of the antecedent clause or to reveal the speaker's argument or opinion in the following clause. 
20190701,그거 인사로 한 빈말일 텐데 설마 진짜 연락을 기다리는 건 아니지요?,You shouldn't be waiting for his call since it must had been an empty greeting comment.,설마 Vst는/은/ㄴ 건(것은) 아니지요?,It is attached to the stem of an action verb or a descriptive verb. It is used when the speaker wants to confirm the listener's opinion about the fact that the speak doesn't want to admit. It is usually used for negative situations or events.
20190702,이런 수평적인 호칭을 통해 서로 존중하는 분위기를 만들자는 거지.,It's about creating an atmosphere of respect for each other through these horizontal title.,N을/를 통해,It is attached to a noun to express 'through certain process or experience' or 'by means of it'.
20190703,그 정도 가지고 싫어할 리가 있겠어요?,It's not possible that she hates you for such a small matter.,Vst을/ㄹ 리가 있겠어요?,It is attached to the stem of an action verb or a descriptive verb to indicate that it is very unlikely according to the speaker's judgment.
20190704,한국에서는 태어나자마자 다 한 살이라던데 사실이야?,Is it ture that everyone is one years old from the time they are born in Korea?,N이라던데/라던데,It is attached to a noun to suggest or to ask the following clause while mentioning what the speaker has heard in the past. It's a abbreviated form of '이라고/라고 하던데'.
20190705,한국의 서비스 문화는 아직 해외에 알려지지만 않았지 좋은 점이 많은 것 같아요.,"I think there are many good things about Korean service culture, yet they are just unknown overseas.",N만 Vst지,It is attached to the stem of an action verb or a descriptive verb to indicate that the speaker admits the antecedent clause but propose different opinion in the following clause.
20190706,한국인은 집단주의적인 경향이 있어서 단체 모임에서 혼자 빠지는 걸 꺼리는 면이 있어.,Koreans tend to be collectivistic that they are reluctant to not to go to a group gathering alone.,Vst는/은/ㄴ 면이 있다,It is attached to the stem of an action verb or a descriptive verb to specifically indicate one of the various aspects that a subject has.
20190708,넌 어떻게 돈만 생겼다 하면 쓰려고 해?,How could you come to spend your money everytime you just earned it?,AVst었다/았다/였다 하면,"It is attached to the stem of an action verb to mean that if you do the behavior, the behavior of the following clause will be done mandatorily. The noun that comes right infront of the action verb is often used with '만', the restrictive sub-postpositional particle."
20190709,그런 안정감은 결혼을 하지 않아도 친구나 애인을 통해서 얻을 수 있다고 봐요.,I believe I can get such stability through friends or a girlfriend without getting married.,Vst는다고/ㄴ다고/다고 보다,It is attached to the stem of an action verb or a descriptive verb to tell one's opinion about certain problem in a formal situation. It means 'I think so'.
20190710,자식한테 기댈 바에는 좀 어려워도 연금으로 살고 말지.,I would live on my pension rather than relying on my children.,AVst을/ㄹ 바에,"It is attached to the stem of an action verb to mean that the speaker is going to rather choose the content of the following clause if things will go as said in the preceding clause but that's not what the speaker has intended for. No matter it's positive or negative, you should include extreme contents in the followig clause. It is often used in the form of '-을/ㄹ 바에는' with postpositional particle '는' attahced."
20190711,아무리 돈을 많이 벌 수 있대도 일 때문에 내 생활을 포기하고 싶지는 않았어.,I didn't want to give up my life for work even if I can make a lot of money.,Vst는대도/ㄴ대도/대도,"It is attached to the stem of an action verb or descriptive verb to insist on the contents of the following clause regardless of the preceding clause. A hypothetic content that is contrast to the following clause is included in the preceding clause that the speaker strongly insist on the content of the following clause. It is an abbreviation of '-는다고 해도' and sometimes, it is used with '아무리'."
20190712,그것은 1인 가구의 증가로 인한 사회 현상이라고 말하는 사람도 있어요.,Some say that it is a social phenomenon caused by the increase of single-person households.,N으로/로 인한,It is attached to a noun to show that the preceding noun is the cause of the following noun. It's often used in negative situation. It's often used in formal situation where you have to apparently expose the cause and effect or in literary style.
20190713,우리 남편만 해도 집안일이 여성만의 일이라고는 생각하지 않아요.,"Just to think about my husband, he doesn't think the housework is all for women.",N만 해도,It is attached to a noun to give a explanation to an already-mentioned topic by giving specific or representative exmaple.
20190715,가정이야말로 기초적인 예절 교육이 시작되는 곳이라고 할 수 있어.,That's right. We can say that a family is where basic etiquette education begins.,N이야말로/야말로 N이라고/라고 할 수 있다,"It is attached to a noun to indirectly tell your opinion of the topic you have talked about before while you emphasize it. It's a combination of the postposition '이야말로/야말로', one that you use to emphasize, and '이라고/라고 할 수 있다', one that you use to indirectly tell your opinion."
20190716,마음 같아선 야단을 치고 싶은데 참아야겠죠?,"I would like to scold him, but I should suppress, right?",N 같아선,"It is attached to a noun such as '마음, 생각, 욕심, 성질' to mean that you want to do something as you wish but you cannot, or it is attached to a noun that represents time such as '요즘, 지금, 오늘' to mean that it is so according to the current situation. '같아선' is an abbreviation of '같아서는'."
20190717,연구에 의하면 예체능 교육은 일찍 시작했느냐 늦게 시작했느냐에 따라 결과가 달라진다고 합니다.,"According to the study, the results of art, music and physical education depend on whether you start early or start late.",Vst냐 Vst냐에 따라,"You use '-냐' twice after the stem of an action verb or a descriptive verb to list possible situations and the outcome depends on which situation is choosen. You add '-느냐' to the stem of an action verb and to the stem of a descriptive verb that ends with a consonant, sometimes you can add '-으냐'."
20190718,입시의 성패는 엄마의 정보력에 달려 있다는 말도 있잖아요.,Some say that the success and failure of the college entrance exam depend on the mother's information strength.,N에 달려 있다,It is attached to a noun to mean certain event or situation depends on the noun. It is usaully used with the postposition '은/는' which expose the topic.
20190719,혼자만 있다 보면 단체 생활하기가 어려워질 수도 있어.,"If he stays without friends, it can be hard to live in a group. He should learn how to get along with friends, too.",AVst다 보면 Vst을/ㄹ 수도 있다,It is attahced to the stem of an action verb when it is possible that if one keeps doing a behavior a new fact arises or the situation can change as a result. It's a combination of '-다(가) 보면' which means a progress and '-을/ㄹ 수도 있다' which is used to tell the possibility.
20190720,무조건 대학에 진학하고 보는 사회 분위기 때문에 진학률이 높아졌어.,The entrance rate got higher because of the social atmosphere of going to college without being thoughtful.,무조건 AVst고 보다,It is attached to the stem of an action verb when you don't think carefully about the procedure or the result of a bahavior but just behave so.
20190722,아침에 택시를 타고 보니 차 번호가 4444인 거예요.,I took a taxi in the morning and found the car number was 4444.,AVst고 보니,It is attached to the stem of an action verb when you did realize the following contents only after you did a behavior.
20190723,말이 씨가 된다고 이럴 때일수록 말조심해야지.,"People say one should be careful about what he wishes for, you should watch out your words more carefully in such a situation.",(인용),"It is attached to the stem of an action verb or a descriptive verb to use a maxim or a common saying as reference before the speaker insist on his opinion, and to support it. But the maxim or the common saying should end in descriptive form."
20190724,이렇게 예쁜 길이 그런 장소였을 줄이야.,I didn't expect such a beautiful street to be a place like that.,N이었을/였을 줄이야.,"It is attached to a noun when certain event, an object, or a person of the past was unexpected because they were unknown to the speark at that time. It's used like a talk to oneself."
20190725,요즘 신혼집 구하러 다니랴 예식장 알아보랴 주말마다 할 일이 산더미예요.,I've got a lot of work to do every weekend finding a newlywed house and looking for a  wedding hall.,AVst으랴/랴 AVst으랴/랴,It is attached to the stem of an action verb to show you are busy doing the works listed. You must list more than two bahaviors.
20190726,내가 밖에서 소리를 질러 댔는데 아직도 목이 아픈 것 같아.,I yelled outside and still feel like my throat hurts.,AVst어/아/여 대다,It is attached to the stem of an action verb when one repeats or does a behavior too severely.
20190727,내가 찾아본 바에 의하면 한국에서는 6.25전쟁 후 전사자 이름을 빨간색으로 썼기 때문이라던데.,"According to what I have searched for, such taboo is because the names of the fallen soldiers were written in red after the Korean War in Korea.",AVst은/ㄴ 바에 의하면,It is attached to the stem of an action verb to reveal from where or how one got a information. It is usually used in a formal situation.
20190729,제 생각에 종이 신문은 점점 수요가 감소함에 따라 곧 사라질 것으로 보입니다.,I think paper newspapers are about to disappear as demand gradually declines.,AVst음에/ㅁ에 따라,It is attached to the stem of an action verb to show the outcome in the following clause happened because of the change of situation or standard in the preceding clause.
20190730,경쟁 자동차 간의 장단점도 병행해서 설명해 주니까 비교해 가면서 보는 재미도 있어.,They explain the pros and cons of competing cars in parallel that it's fun to watch while comparing.,AVst어/아/여 가면서,It is attached to the stem of an action verb when a behavior continues or repeats.
20190731,그 가수가 요즘 너무 바빠서 게시물을 못 올리겠거니 했는데 날마다 올라오네.,"I had thought he couldn't do posting since he is so busy these days, but it's coming up every day.",Vst겠거니 하다,"It is attahced to the stem of an action verb or a descriptive verb to show the speaker presumes or conclude that one, of course, will do so."
20190801,친구 말로는 점심 시간에 저 식당에서 밥을 먹으려면 1시간 이상 기다려야 한대.,My friend told me that I have to wait more than an hour to eat at that restaurant during lunchtime.,N으로는/로는,It is attached behind a noun to make a decision or insist on something based on that.
20190802,나도 그렇게 생각해. 모든 시청자들의 관심사가 다 같을 리가 없잖아.,"I think so, too. All viewers can't have the same interests.",Vst을/ㄹ 리가 없다,It is attached to the stem of an action verb or a descriptive verb to mean there's no possibility or reason to do so.
20190803,연예인이 외국의 여행지를 고생하면서 찾아가 본다든가 여행지에서 식당을 운영한다든가 하는 체험 프로그램이 많아졌어요.,There have been many experience programs such as celebrities suffer hardship to visit foreign tourist spots or run restaurants there.,Vst는다든가/ㄴ다든가/다든가  Vst는다든가/ㄴ다든가/다든가 하다,It is attached to the stem of an action verb or a descriptive verb to list more than two examples.
20190805,어젯밤에 집이 흔들린다 싶었는데 지진이 났었대요.,"I felt like my house was shaking last night, and it turned out that there was an earthquake.",Vst는다/ㄴ다/다 싶다,It is attached to the stem of an action verb or a descriptive verb when the speaker expose or decide on something based on his empirical recognition. The speaker is telling his subjective opinion.
20190806,화산 폭발 때문에 해저 산사태가 일어났는데 그 일로 말미암아 이번 쓰나미가 왔대요.,I heard that the volcanic eruption caused an undersea landslide and that led to the tsunami.,N으로/로 말미암아,It is attached to a noun when the negative outcome is due to certain phenomenon or behavior of the preceding clause.
20190807,지금은 소형 태풍에 불과하지만 북상하면서 초대형 태풍으로 발전할 가능성이 크대요.,"Now it's just a small typhoon, but as it moves north, it's likely to develop into a super typhoon.",N에 불과하지만,It is attached to a noun to show that there is a possibility to be like the  following clause although it is not in such a degree currently.
20190808,살림살이를 집 안에 남겨둔 채 몸만 빠져나온 사람들이 많대요.,Many people left their households and escaped their homes.,AVst은/ㄴ 채,"It is attached to the stem of an action verb to mean that certain bahavior that has been done or an event that has already occurred is kept as it is. In spoken language, it is often used in the form of '-은/ㄴ 채로' by attaching postposition '로'."
20190809,장 보러 간다더니 장바구니가 왜 이렇게 비었어요?,Why is your shopping basket so empty? I heard you were going out for shopping.,Vst는다더니/ㄴ다더니/다더니,It is attached to an action verb or a descriptive verb to talk or ask about something based on the information that the speaker has heard of in the past. It's an abbreviation of '-는다고 하더니'.
20190810,이상 기후는 비단 가뭄뿐만이 아니에요. 우리 고향에서는 한여름에 폭설이 내려서 난리가 났었어요.,The abnormal weather isn't only about drought. There was a big snow strom in the middle of summer in my hometown.,비단 N뿐만이 아니다,It is attached to a noun to mean that's not the only one. It is used with '비단' which has the meaning of only or merely to strengthen it's meaning.
20190812,어떤 건물은 건물 자체의 디자인은 멋지다 싶은데도 왠지 어색하게 느껴지는 경우도 있어.,"Some bulidings may look nice in their own designs, but sometimes they look awkward.",Vst는다/ㄴ다/다 싶은데도,It is attached to the stem of an action verb or a descriptive verb when a different behavior or feeling that doesn't accord with the speaker's subjective feeling is included in the following clause.
20190813,대칭 구조가 좌우로 힘을 잘 분산시키고 있어서 우아하면서도 견고해.,The symmetrical structure well distributes the weight to left and right that it's elegant and solid.,DVst으면서도/면서도,It is attatched to the stem of an action verb to list more than two  properties that appears in one object. It's a combination of '-으면서' and '도' which means addition.
20190814,단청을 말하지 않고서는 한국 건축물의 아름다움을 논하기 힘들어.,It's hard to discuss the beauty of Korean architecture without speaking dancheong.,AVst지 않고서는,"It is attached to the stem of an action verb to emphasize that the behavior of preceding clause is necessary to make the following clause possible. Negative expressions such as '힘들다', '어렵다', '-을 수 없다' come in the following clause."
20190815,나는 이 건물이 옛날에 연탄 공장으로 쓰였을 거라고는 생각조차 못했어.,I never thought this building would have been used as a coal briquettes factory in the old days.,Vst을/ㄹ 거라고는 생각조차 못했다,It is attached to an action verb or a descriptive verb to emphasize that certain fact is completely unexpected.
20190816,단단한 나무는 바람에 부러지지만 갈대는 흔들리기는 해도 부러지지는 않는 것처럼 말이야.,"Just like hardwood breaks in the wind, but reeds shake but not break.",Vst기는 해도 Vst지는 않다,It is attached to the stem of an action verb or descriptive verb when the speaker admits the contents in the preceding clause but a different situation follows in the following clause.
20190817,이 빌딩은 스마트 빌딩이라서 실외 온도에 따라서 자동으로 에어컨이 조절돼. 조명도 마찬가지이고.,This building is a smart building that the air conditioning is automatically controlled according to the outdoor temperature. So is the lighting.,N도 마찬가지이다,It's a substitutive expression used to avoid repeating the descriptive part that came ahead.
20190819,그 전문가가 봤기에 망정이지 하마터면 국보가 사라질 뻔했네.,"Oh dear, it's so fortunate that the expert saw it. Were it not for him, the national treasure could have disappeared.",Vst었기에/았기에/였기에 망정이지,"It is attached to the stem of an action verb or a descriptive verb to mean that thanks to a fortunate event or a situation, a negative outcome that could have occurred didn't happen."
20190820,그 덕분에 여름이건 겨울이건 생활하는 데 불편함이 없었대.,"Thanks to it, people didn't feel uncomfortable living no matter in summer or winter.",N이건/건 N이건/건,"It is attached to a noun, with comparable or relative contents front and back to show that the result will be the same regardless of it. '건' is an abbreviation of '거나', and it is usually used in spoken language."
20190821,음식에 독이 있을 가능성이 있어서 먼저 먹어 보고 이상이 없는지 살피는 거야.,She is trying it first to see if the food is fine because it's possible that the food is poisoned.,AVst을/ㄹ 가능성이 있다,It is attached to the stem of an action verb to mean there's a possibility that something might happen or two facts are related(although such occurence isn't mandatory).
20190822,시간이 오래 걸리는 한이 있더라도 완벽한 악기를 제작해야지요.,"No matter how long it takes, I should make a perfect instrument.",AVst는 한이 있더라도,It is attached to the stem of an action verb when the speaker proposes a possible excessive situation that he/she has to endure or sacrifice himself/herself to show he/she has strong a willingness to do something.
20190823,게다가 용암 동굴들도 추가로 등재될 전망이래.,I heard that it's also expected that lava caves will be added additionally.,AVst을/ㄹ 전망이다,It is attached to the stem of an action verb to predict what's going to be done in the future.
20190824,결과가 불완전할지언정 고증되지 않은 부분을 복원할 수는 없다고 생각했습니다.,I thought I shouldn't restore the unproven parts even if the results can me incomplete.,Vst을지언정/ㄹ지언정,It is attached to the stem of an action verb or descriptive verb when one assumes extreme circumstances to emphasize the content of the following clause. It is usually used in spoken language.
20190826,오류는 수정하되 속도는 느려지지 않도록 했습니다.,We did fix the error but made sure the speed doesn't slow down.,AVst되,It is attached to the stem of an action verb to admit or permit the content of the preceding clause while also adding restrictive conditions. It is usually used in official situation or writings.
20190827,그건 무슨 사안이냐에 달려 있어요.,That depends on what's the issue.,Vst냐에 달려 있다,"It is attached to the stem of an action verb or descriptive verb to show that certain outcome depends on the content of the preceding clause. Usually it is used with the postposition '은/는' which reveals the topic. Sometimes, after the stem of an action verb, you add '-느냐', or after the stem of a descriptive verb, you can add '-으냐'."
20190828,이렇게 전화로 이야기하느니 차라리 제가 직접 가서 다양한 견본을 보고 싶은데요.,"Well, I'd rather go and see a variety of samples myself rather than talk on the phone like this.",AVst느니,"It is attached to the stem of an action verb to mean the behavior or the situation of the following clause is better than those of preceding clause. Because the situation or the behavior of the following clause isn't satisfactory, also, it is used with '차라리' or '아예'."
20190829,매번 저희 회사와 거래해 주시는데 저희는 감사할 따름이지요.,"You do business with us every time, we should be grateful.",Vst을/ㄹ 따름이다,"It is attached to the stem of an action verb or descriptive verb to show that that is all and one does not consider any other possibility or situation. It becomes an idiomatic greeting if it is used with '죄송하다, 고맙다, 미안하다', and so on."
20190830,다시 배송되는 데 시간이 얼마나 걸릴까요?,How long will it take to be delivered again?,AVst는 데,"It is attached to the stem of an action verb to mean 'a case, situation, or such an event' that certain behavior occurs."
20190831,아무리 급하게 주문했기로서니 이렇게 제품 검수도 제대로 안 하고 보내시면 어떡해요.,"You shouldn't have sent the products without checking them properly, even if we made the order in a hurry.",Vst기로서니,It is attached to the stem of the action verb or descriptive verb when one can admit the content in the preceding clause but he/she still cannot accept the content of the following clause because it's too excessive.
20190902,곰과 호랑이가 사람이 되려고 도전했지만 결국 곰만 동굴에서 100일을 견딘 끝에 여자가 되지.,The bear and the tiger tried to become a human but only the bear endured a hundred days in the cave and became a woman.,AVst은/ㄴ 끝에,It is attached to the stem of an action verb when one got the outcome after long times of hardworking.
20190903,경주를 소개하는 자료마다 첨성대는 늘 빠지지 않고 있더군요.,I found every piece of material that introduces Kyeongju includes Cheomseongdae.,Vst더군요.,"It is attached to the stem of an action verb or descriptive verb to deliever what the speaker has seen, heard, or experienced in the past. It cannot be used for the behavior of the speaker himself."
20190904,큰 나라가 아니었음에도 불구하고 고려의 수도 개성은 유명한 국제도시였다고 해요.,"It is said that even though it wasn't a big country, Kaeseong, the capital of Goryeo, was a famous international city.",N에도 불구하고,It is attached to a noun when a result that is unexpected or different from what one has expected in the previous behavior or situation comes in the following clause.
20190905,세종대왕이 만들어 낸 한글은 정말 위대한 업적이라고 생각해.,I think Hangeul made by King Sejong is a great achievement.,AVst어/아/여 내다,It is attached to the stem of an action verb to show one has gone through difficult and hard procedure to achieve certain result.
20190906,조선 시대의 복식은 신분에 의해 정해졌는데 가장 높은 신분인 양반만 저 갓을 썼어.,"The costumes of the Joseon Dynasty were determined by their status, but only the highest rank, Yangban, wore that gat.",N에 의해,"It is attached to a noun to show it's the evidence, standard, or method."
20190907,1919년에 우리가 일본으로부터 독립하고자 만세 시위 운동을 했는데 그것을 기념하는 날이지,"In 1919, we held a demonstration to gain independence from Japan and it's a day to celebrate it.",AVst고자,"It is attatched to the stem of an action verb to show the intention of the subject. It has similar meaning to '-으려고/려고', but it's a more formal and written language style expression."
20190909,생각하기 나름이지만 자기합리화라는 게 상처 받은 마음을 스스로 위로하는 방법일 수도 있거든.,"It depends on how you think, but self-rationalization might be a way to comfort your broken heart.",AVst기 나름이다,It is attached to the stem of an action verb to show that the outcome of a behavior differs according to how one does the behavior.
20190910,여론조사에서 높은 지지도가 나온 걸 보면 괜찮은 사람인 게 틀림없어.,"He must be a good guy, given the high approval rating in the polls.",Vst는/은/ㄴ 걸 보면 Vst는/은/ㄴ 게 틀림없다,It is attached to the stem of an action verb or descriptive verb to show that the result assumed based on what the speaker has observed will certainly be so.
20190911,그렇기는 하지만 내 경험에 비추어 보면 똑똑한 사람들이 대부분 일도 잘했어.,"That's true, but in my experience, smart people mostly did a good job.",N에 비추어 보다,It is attached to a noun to propose that it's the standard for evaluation or decision of the following clause.
20190912,손님이 옷을 사게끔 좋은 점을 부각시켜서 말해야 하는 거 아니야?,Shouldn't I highlight the good things to get customers to buy clothes?,AVst게끔,"It is attached to the stem of an action verb to mean the content of the preceding clause is the goal, result, or the method of the following clause. It has more emphasis than '-게'."
20190913,"요즘 텔레비전, 신문, 인터넷까지 안 나오는 데가 없을 정도로 광고가 많이 나오더라.","I saw a lot of advertisements all around on TV, newspapers, and even the internet.",안 Vst는/은/ㄴ 데가 없을 정도로,It is attached to the stem of an action verb or descriptive verb to mean 'to the extent that all will be/do so'. It's used to emphasize the following clause.
20190914,사람들 앞에서 너무 잘 보이려고 들면 그게 너를 더 긴장하게 만들 수 있어.,"If you try to look too good in public, it can make you more nervous.",AVst으려고/려고 들면,It is attached to the stem of an action verb to mean 'if one behave actively with such intention'. It is used when one behaves more actively than '-으려고/려고 하면'.
20190916,그런 이유도 있을 테지만 우리 나라의 주축 산업이 변화하고 있기 때문일 수도 있어.,"That may be a reason, but it could be because our main industry is changing.",Vst을/ㄹ 테지만,It is attached to the stem of an action verb or descriptive verb when the speaker presumes and propose a different or possible situation to emphasize the importance of the following clacuse. It is used to emphasize that the behavior or the content of the following clause is reasonable and mandatory.
20190917,연장선 상에 있다기보다는 산업이 새로운 국면에 접어든 것입니다.,"Rather than being on the extension line, the industry has entered a new phase.",Vst는다기보다는/ㄴ다기보다는/다기보다는,It is attached to the stem of an action verb or descriptive verb to deny the content in the preceding clause and to mean the content in the following clause is more correct.
20190918,그런 기술은 먼 미래에나 가능할 법한 것이라고 생각했는데 현실이 되다니 놀랍다.,"Wow! I thought such a technology would be possible in the distant future, but I'm surprised it came to a reality.",AVst을/ㄹ 법하다,It is attached to the stem of an action verb to mean that certain situation is highly possible or becoming so is natural.
20190919,시범 운행 결과를 보면 예상보다 도착 시간이 지연된다뿐이지 큰 사고는 없었대.,"I heard that if you look at the results of the trial run, your arrival time will be delayed more than expected, but that was all. There was no major accident.",Vst는다뿐이지/ㄴ다뿐이지/다뿐이지,"It is attached to the stem of an action verb or descriptive verb to mean the speaker admit the content in the preceding clause but that's only a part, not all. You should include an unexpected or opposite content in the following clause. It is usually used in spoken language."
